walk	document	revision	sha256
APIs-guru/openapi-directory	APIs/adyen.com/AccountService/4/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	ebd1860f1976085a426cf81c779499f99bc9c22933bc99fcf16bbddaf7f3da55
APIs-guru/openapi-directory	APIs/adyen.com/AccountService/5/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	778215c50a5d4d4556b1f3d89d66f2ac4ae0e61ac98762e3c0eb0dcf24da5281
APIs-guru/openapi-directory	APIs/adyen.com/AccountService/6/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	ffd77e1f88df68e2e02cb63ae847521c09d797f9552b6ec381e29dbcd2b5a6e2
APIs-guru/openapi-directory	APIs/adyen.com/BalanceControlService/1/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	426fd6797c7cfbfaa7177db6e331367ed4478d5e49ba9f8366917ed14e303da1
APIs-guru/openapi-directory	APIs/adyen.com/BalancePlatformConfigurationNotification-v1/1/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	98cf26dd332dd085a524024b6177c7f854cb5528ba8ebe12e4225710a1d7c852
APIs-guru/openapi-directory	APIs/adyen.com/BalancePlatformPaymentNotification-v1/1/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	7b51bdade297f58f51032bce03b3ae7557d093d3a62bbc35eeb28fcd2492ee9b
APIs-guru/openapi-directory	APIs/adyen.com/BalancePlatformReportNotification-v1/1/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	1ca47e599fbdb0d6685c8be4b9068eadf3ad929eb77a128da5b71d74925c3f07
APIs-guru/openapi-directory	APIs/adyen.com/BalancePlatformService/1/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	c32d623c861a2896a6582435e973046ee6821a579637aa170f836141371ad030
APIs-guru/openapi-directory	APIs/adyen.com/BalancePlatformService/2/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	d5260da754ecd2c914866cfbfc5c3515f6dfa433c94172c06ee0813c4a1139ce
APIs-guru/openapi-directory	APIs/adyen.com/BalancePlatformTransferNotification-v3/3/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	ab8d3e8ad3631f5a1b13c9bf0d40a2ec1f3cec9a656806c0d5192c53a8de5967
APIs-guru/openapi-directory	APIs/adyen.com/BinLookupService/40/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	02e89be803f4ef8a73f4e8a9dfb12d711af3ddc108bddc2710c5831d01f14f27
APIs-guru/openapi-directory	APIs/adyen.com/BinLookupService/50/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	78dac5069ab17645713bc339c983d16c55843db1b4e137bd31ccff2fcb3884d8
APIs-guru/openapi-directory	APIs/adyen.com/BinLookupService/52/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	935a42a67f668d6d50e9be86e2fd4b71af92ff7d9e3ba3afcb79b0257d60975b
APIs-guru/openapi-directory	APIs/adyen.com/BinLookupService/53/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	9fc5945a5e2ec453b8c9902575bbda31158045b2bf4095bd7dc2177dcf855b16
APIs-guru/openapi-directory	APIs/adyen.com/BinLookupService/54/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	dd71e6cd54964f9e587a5c86cf9ca5b7ff747e3de614373883c59fd28e96ef17
APIs-guru/openapi-directory	APIs/adyen.com/CheckoutService-v71/71/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	20e6ea6ee3074f2329617d72b1c2addfa41cfc64be09c95a6c452793da89978d
APIs-guru/openapi-directory	APIs/adyen.com/CheckoutService/37/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	2c3ccbdd8e846ea3d578f18e6e01a27bbb6ca74f71505c0587c8a27f95be4296
APIs-guru/openapi-directory	APIs/adyen.com/CheckoutService/40/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	ce4218d5f7c63f5300603154a29e5b40a2f6a507f38a9f4b2d6e6346c491339a
APIs-guru/openapi-directory	APIs/adyen.com/CheckoutService/41/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	b5d3fee1659a812bc1fcebfaa409a20d1f297c89911ae4630d034ab36e24a718
APIs-guru/openapi-directory	APIs/adyen.com/CheckoutService/46/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	a1fe2f424f11b25753c0ee82dbd79cad3d23761221dd58a5ddec506a82f66c69
APIs-guru/openapi-directory	APIs/adyen.com/CheckoutService/49/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	f1aa16881790c41b5db7581a26adaa1f4bf4125578cba6878e2c34fcd6285a28
APIs-guru/openapi-directory	APIs/adyen.com/CheckoutService/50/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	9a28ae7c0b70b43bb7e13616d5ef9bf455b31585a6d96c7b7d1ef365fb18d605
APIs-guru/openapi-directory	APIs/adyen.com/CheckoutService/51/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	437060e406e1968475b8e9b6ebba6bad6869b83cd1f6230fc0cc20ef1b1272ca
APIs-guru/openapi-directory	APIs/adyen.com/CheckoutService/52/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	a7f72980e14719c1ff86de0ade16ac5031e64ee416a773666d740da068b6318a
APIs-guru/openapi-directory	APIs/adyen.com/CheckoutService/53/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	878631f07547e822cf0040410aa9751bfaeeb5361e8b9b7d2d783285bb6b13c2
APIs-guru/openapi-directory	APIs/adyen.com/CheckoutService/64/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	85df1e153e631aecdc742970577c9db8760ffbf418e663cbd40dcde75e807a3f
APIs-guru/openapi-directory	APIs/adyen.com/CheckoutService/65/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	c013f8bd06d89dcf8c22bfb7bf5619fffc39c4cc3c58a0ce89930357f8d83e45
APIs-guru/openapi-directory	APIs/adyen.com/CheckoutService/66/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	b1e7fb94375765cc03dc505a9b41ccbc33c6273bd74f431bdda964a2d05ffdf5
APIs-guru/openapi-directory	APIs/adyen.com/CheckoutService/67/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	4dba8dad14f40120b2be0c6c0d1ac44367e69a40f9de6e37f360bb37b67e748c
APIs-guru/openapi-directory	APIs/adyen.com/CheckoutService/68/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	fefb8f13d61e9a5f156459ecc481a30365a61c56621dc701e506cb22af3446eb
APIs-guru/openapi-directory	APIs/adyen.com/CheckoutService/69/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	d383d90a14bae6ce14175aec224dec988ea4ca2d651a9e67408220aeb0f051e6
APIs-guru/openapi-directory	APIs/adyen.com/CheckoutService/70/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	4a46201a5b0d13cddf0671dc2fd91a35126061c800c1dcc37062508b77baf7fd
APIs-guru/openapi-directory	APIs/adyen.com/CheckoutUtilityService/1/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	6c5102841a1c54bcfaa82c893aa399943e4633f07edc181c9b8368ffe6aad4ea
APIs-guru/openapi-directory	APIs/adyen.com/DataProtectionService/1/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	bf7332f7c6d64a6381b35f6f6f2aecac93b3fd82e0df3a46dfffc510af5fb421
APIs-guru/openapi-directory	APIs/adyen.com/DisputeService-v30/30/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	246df063e92fd674d302eaa0e282ca4acb7629d3c2df2279fa0774d00dc11fdd
APIs-guru/openapi-directory	APIs/adyen.com/FundService/3/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	950da3885011d8d1ca20c3deaec4fa783488f9a8ba6d5eb61faa424d5d982ab8
APIs-guru/openapi-directory	APIs/adyen.com/FundService/5/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	297aa05ab9e5716b11f7c1f2a0454943e6c02dbed4094453188ebc48d4a5b3e5
APIs-guru/openapi-directory	APIs/adyen.com/FundService/6/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	17a3c8926d3ff9077539fd3c827f1e3301da12b8ee4798d0b3d3274399cded53
APIs-guru/openapi-directory	APIs/adyen.com/GrantService-v3/3/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	ad70ba5721bbb765dc0e2e44a2764bfd556cf5642fed414be8b2f7d01f15f0ea
APIs-guru/openapi-directory	APIs/adyen.com/HopService/1/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	aa9c6f8060ac27633f2eef15bd98cfdaf24f53854e8974d443a1c9d524615430
APIs-guru/openapi-directory	APIs/adyen.com/HopService/5/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	611faa2b9cf413e5aa771e0906d3a49de24a33988f0f981f5b9cf449b484a74a
APIs-guru/openapi-directory	APIs/adyen.com/HopService/6/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	49dbe5a6478ec1dab1772d3d1f45efb966c63487770b72ff0d22d5008bc03bb7
APIs-guru/openapi-directory	APIs/adyen.com/LegalEntityService/1/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	c3be4d31b33a22c53b8fc90a5fe47f5ac659e0acfa9f15272cc03219e3132756
APIs-guru/openapi-directory	APIs/adyen.com/LegalEntityService/2/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	681277ddbacd5db590c2b08ac2905c857a17c5cb2f2a5974d93231bb19c8e40a
APIs-guru/openapi-directory	APIs/adyen.com/LegalEntityService/3/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	9a9e62da6a8bae966f432d56b902ff6701f534380fff62330db1947968ef4490
APIs-guru/openapi-directory	APIs/adyen.com/ManagementNotificationService-v1/1/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	aa8b70a3c544e08f05a78e437a476e820329bac97689fa8e427aa0f57d52de2b
APIs-guru/openapi-directory	APIs/adyen.com/ManagementService-v3/3/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	8a800bd62bb6ba0d9e6e4b8cc2c5e337387a5772514af3335d48558cdc99b266
APIs-guru/openapi-directory	APIs/adyen.com/ManagementService/1/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	134757985ce4bfd26ae5d88e44bffc118e5efaafea8482b6e37b461e7211009d
APIs-guru/openapi-directory	APIs/adyen.com/MarketPayNotificationService/3/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	541fe6c9cad942c4a633305e5cf0197dcac7d0c1115fe375255f5051006d4030
APIs-guru/openapi-directory	APIs/adyen.com/MarketPayNotificationService/4/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	8793eba28148417d42687c0a07bb0770df2834372c0f1ce0579569c17f0b1136
APIs-guru/openapi-directory	APIs/adyen.com/MarketPayNotificationService/5/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	072a69dd2fdbcf30b5629f3c00da322d645b587c806a77a29db2bf8e5fca9dfb
APIs-guru/openapi-directory	APIs/adyen.com/MarketPayNotificationService/6/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	59fd685f70d5e1556a7bea75e9775220105185e5da66536e14a2711ddf664aac
APIs-guru/openapi-directory	APIs/adyen.com/NotificationConfigurationService/1/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	c31dec257d23c4166b0aac47f0240b8dfd800f6da210ca781682ec8cd60e901c
APIs-guru/openapi-directory	APIs/adyen.com/NotificationConfigurationService/2/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	ad3fda71371e2ed83aadd9a0b6cfdee2a862a2650a2eca72df2df46efff650ce
APIs-guru/openapi-directory	APIs/adyen.com/NotificationConfigurationService/3/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	7be5f8702ba032c7b075517d37677d9c1b32970ea40d9438ca0230965913b108
APIs-guru/openapi-directory	APIs/adyen.com/NotificationConfigurationService/4/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	00f564d53bb7c4c84ef5b95b31c1cafad493eba5a3a8b0ea022b38eb2c6558ab
APIs-guru/openapi-directory	APIs/adyen.com/NotificationConfigurationService/5/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	fef87c295c1f9118bc3993df9928b8bbf572995cf0ff0f8ad2e3f81f91ff02e2
APIs-guru/openapi-directory	APIs/adyen.com/NotificationConfigurationService/6/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	2c5c9a86dddfa8d0af099e68c20c9ec05d99c09b663f104772e86bbfa6d233c9
APIs-guru/openapi-directory	APIs/adyen.com/PaymentService/25/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	bbec843073fc23b78c2bcfdf9c565cd12dbd65163a8e70fd7e15919c8275f52f
APIs-guru/openapi-directory	APIs/adyen.com/PaymentService/30/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	d4968a7e9b6bafab68058c5ec34456bb82b196a6056743116b3121480d9c8511
APIs-guru/openapi-directory	APIs/adyen.com/PaymentService/40/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	878758e7d09e7994ecdde9a6b31e0f9ba6d2cb0e4e25a958b60e607248c87514
APIs-guru/openapi-directory	APIs/adyen.com/PaymentService/46/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	c4a8702e20e827c714515026d7962f91387e7475e0637b89396a290262ac2a8e
APIs-guru/openapi-directory	APIs/adyen.com/PaymentService/49/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	2c306957d535dd49931f38db0bc5802f0829a83c863f4f3eeabc01dd9a57af42
APIs-guru/openapi-directory	APIs/adyen.com/PaymentService/50/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	8a725e0212fff4bd3f05924842998e3c567671b894d4ad4707adb746a2fad038
APIs-guru/openapi-directory	APIs/adyen.com/PaymentService/51/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	4ea9c503a5ad6f106835bb906df93210a2a5da5ec36e3d4164c334aeab486dc4
APIs-guru/openapi-directory	APIs/adyen.com/PaymentService/52/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	95fa4dc23d972dd52dd93024f0cc07865cd76f2b12c95593b2bdec66942eff4f
APIs-guru/openapi-directory	APIs/adyen.com/PaymentService/64/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	0483805e758878657de4d9f7c388661c560cb32913fb22c8c525faeab2890142
APIs-guru/openapi-directory	APIs/adyen.com/PaymentService/67/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	2a1442e91716d7c640874ca1c5b6f4e1df8fb2b6c74d975a159fac01a3daddfe
APIs-guru/openapi-directory	APIs/adyen.com/PaymentService/68/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	92070cdb764aa101c39c5bfecf40b8299dfffc9ec5f34143fd61c04c5a3c18d5
APIs-guru/openapi-directory	APIs/adyen.com/PayoutService/30/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	f45480b11a7c22cbe193ea117b3bc4fbf5e367c0491891d1c3457cdfe3a295c3
APIs-guru/openapi-directory	APIs/adyen.com/PayoutService/40/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	c054abb4a05cf92e84411cf932f591a4b830aaee8e15ab78d58fc121a653a897
APIs-guru/openapi-directory	APIs/adyen.com/PayoutService/46/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	1dc1c9769c71e7222f0c8ba7cfa9ac2194ca99834bf2cb4b07b76e31e9b82c48
APIs-guru/openapi-directory	APIs/adyen.com/PayoutService/49/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	aaf76789e08ef4bd0a02e03b153a90b02b4da0e15408e9278dc56f9529da295a
APIs-guru/openapi-directory	APIs/adyen.com/PayoutService/50/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	8a7206178ad28b3809c67861de27658b1a576821e9daaec085d0e2edcee68ab5
APIs-guru/openapi-directory	APIs/adyen.com/PayoutService/51/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	ea9d0655e623a3e27f4f552b165a14cafe3c60d04df8e9bc40de8fb2dde877cb
APIs-guru/openapi-directory	APIs/adyen.com/PayoutService/52/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	406d0c9a60d5e3beb892e97b3f015c61a7e5c7d0eb2934e921cc6d068f556e8e
APIs-guru/openapi-directory	APIs/adyen.com/PayoutService/64/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	16c466794de98e379624512be271721b9822244f9ec0e51d8e7230bab8c21562
APIs-guru/openapi-directory	APIs/adyen.com/PayoutService/67/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	a15e2cc8515a1668121a13d048280e31cc41c89e3211fdbabddc50d7d086237e
APIs-guru/openapi-directory	APIs/adyen.com/PayoutService/68/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	6213bdab4140a56d68b42ea746d0b02a670dbcb39870eade7b938957ce9b5a5c
APIs-guru/openapi-directory	APIs/adyen.com/RecurringService/18/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	6801d3bd57006e24716a6047509f42d26f8e46a4d989a1a632963c740d6e0114
APIs-guru/openapi-directory	APIs/adyen.com/RecurringService/25/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	be31bf820c8f4b2bd4e57dd9127aaa786c6ea105c852c71c0f1a32a40788c52d
APIs-guru/openapi-directory	APIs/adyen.com/RecurringService/30/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	92dde6930240b40a3ea2268919219119d2d649ea533219040b3e3e58dcd9e1eb
APIs-guru/openapi-directory	APIs/adyen.com/RecurringService/40/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	1464c2d625d766dc7fde2f895c5a86f751a5f0d61fa02da311544bc6d30544a2
APIs-guru/openapi-directory	APIs/adyen.com/RecurringService/49/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	fd099a9abe6e7ef10b339aed59032e2f45718658718623feac3ee1296a1960f2
APIs-guru/openapi-directory	APIs/adyen.com/RecurringService/67/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	392f3531617957e0f83c22387277605304738baaf169676f21d4d4a7d51160ee
APIs-guru/openapi-directory	APIs/adyen.com/RecurringService/68/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	3edebdf391d566874f5fdfd0031134c107e4a66dd4e3962d5690972ee82c5ea0
APIs-guru/openapi-directory	APIs/adyen.com/StoredValueService/46/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	ca4002b4fba35cfbe5a6b8ec3178046596b8216fdf1be6d837482f31cfb3e11d
APIs-guru/openapi-directory	APIs/adyen.com/TerminalAPI-v1/1/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	ebadca8ee6da7dd23ea6703b135de36734c7bd4e6b9c6dd4560486e9cbc2cf66
APIs-guru/openapi-directory	APIs/adyen.com/TestCardService/1/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	c48902792ea0389b23e39ed2e4210da0a69cb3767c396c13a9b247d35718e4ee
APIs-guru/openapi-directory	APIs/adyen.com/TfmAPIService/1/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	df16d5381c3094b08040c99b6079f1f5923a4e42629488bacbb31f0d307a4218
APIs-guru/openapi-directory	APIs/adyen.com/TransferService-v4/4/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	72f296fc74727cd63aa6388c2e4a191fbd8d8df8abbe61daaaf5393dcba733db
APIs-guru/openapi-directory	APIs/adyen.com/TransferService/1/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	dafd7fc886fba5f397d6c852379c603c3113763982b7013e7ca6f9bd03d2d10c
APIs-guru/openapi-directory	APIs/adyen.com/TransferService/2/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	3317df34a5e1e1116b48db358bf9adebe6f22474aceede8829d9ddd136f48d17
APIs-guru/openapi-directory	APIs/adyen.com/TransferService/3/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	07bb015745198dfb70dc89d7c32a9ff34e29b1494dfa731fa463ed12d43a90c6
APIs-guru/openapi-directory	APIs/afterbanks.com/3.0.0/swagger.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	207eb54fde385d8b2b110157504e6bedf84acf25b849dd9e1394a929513f7b4e
APIs-guru/openapi-directory	APIs/agco-ats.com/v1/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	af57d2f733f2dcb80ad7f4e723b995db9124d9328e7892be05a649218c31031a
APIs-guru/openapi-directory	APIs/aiception.com/1.0.0/swagger.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	bf357700ace4dec52af7e8abd910676b634298330111907745199ea744d2645d
APIs-guru/openapi-directory	APIs/airbyte.local/config/1.0.0/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	ee1c69372ed3c09db2470602ea6ae95a27cb24a6ea40cb3783e054efe5bf2ffd
APIs-guru/openapi-directory	APIs/airport-web.appspot.com/v1/swagger.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	fa963ebb0f2cadc2444fba08770984e5feff6479db2443f6718b5d9deaed75b0
APIs-guru/openapi-directory	APIs/akeneo.com/1.0.0/swagger.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	3c8f56f6527729f1bfc5e03aa007de41a8799700c3df62ebed314c9ad48a844b
APIs-guru/openapi-directory	APIs/alertersystem.com/1.7.0/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	5cdecf0cf788a70a11078bece3b502a0e8be4252fa8e281b5decd016c808e3b8
APIs-guru/openapi-directory	APIs/amadeus.com/2.2.0/openapi.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	2a00a46ca8b2cb951d96eae55956d62ec376568310ae299aacbd38a4c2edb811
APIs-guru/openapi-directory	APIs/amadeus.com/amadeus-airline-code-lookup/1.1.1/swagger.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	9ad6e1b89c81fb6aac4c468153b073adb293dfc097bea711016687d0a73cb601
APIs-guru/openapi-directory	APIs/amadeus.com/amadeus-airport-&-city-search/1.2.3/swagger.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	c19589ce4dc6fb6007fffd1990d8507ba4b98557bb639e4cb00c977a9c4717a6
APIs-guru/openapi-directory	APIs/amadeus.com/amadeus-airport-nearest-relevant/1.1.2/swagger.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	f6eda7d1f86587dae40bcd6445818db6ffb0874380b3debd7f7eb06d36b7f580
APIs-guru/openapi-directory	APIs/amadeus.com/amadeus-airport-on-time-performance/1.0.4/swagger.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	616d40e57949fe90e98b76417c8d7daa6e596a6d32d936a4097b92d0a6efa2e6
APIs-guru/openapi-directory	APIs/amadeus.com/amadeus-branded-fares-upsell/1.0.1/swagger.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	8ae5a94a80c1018ed0e6842e766d33015ecd20f47642a120e0d3f81e4307d2a7
APIs-guru/openapi-directory	APIs/amadeus.com/amadeus-flight-availabilities-search/1.0.2/swagger.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	60c27a119df21052c7fb0b0b804faaf265f21310bdee15b6a8d43537c769a557
APIs-guru/openapi-directory	APIs/amadeus.com/amadeus-flight-busiest-traveling-period/1.0.2/swagger.yaml	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	2fa6bf452311e18580f43c0878a70eefc51586aa4d49afd9cd3a85bfdc7eeb17
