source	document	artifact	sha256	keys	immutable_ref	licence	licence_screen	publisher_ref_screen	fern_screen	disposition	notes
apis.guru-tree	APIs/codat.io/sync-for-expenses/prealpha/openapi.yaml	https://raw.githubusercontent.com/APIs-guru/openapi-directory/f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49/APIs/codat.io/sync-for-expenses/prealpha/openapi.yaml	d15ff1a38310c304a542b99bac2860fdfd5a3e857be6662d15e1f281f52a1be8	ref-pointer-unnamed-segment	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	none	blocked: no document grant and no publisher grant evidenced	blocked: aggregation pin does not establish publisher-byte provenance	not-run: no immutable publisher-byte proof	witness-blocked	census output tree-census.jsonl.gz; source path codat.io/sync-for-expenses/prealpha/openapi.yaml
apis.guru-tree	APIs/contribly.com/1.0.0/openapi.yaml	https://raw.githubusercontent.com/APIs-guru/openapi-directory/f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49/APIs/contribly.com/1.0.0/openapi.yaml	50b46856542f0618c8e136a299ad12aa29cdc0c9e0e4b6d90e6f9d614513a640	oauth2-password	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	none	blocked: no document grant and no publisher grant evidenced	blocked: aggregation pin does not establish publisher-byte provenance	not-run: no immutable publisher-byte proof	witness-blocked	census output tree-census.jsonl.gz; source path contribly.com/1.0.0/openapi.yaml
apis.guru-tree	APIs/cpy.re/peertube/5.1.0/openapi.yaml	https://raw.githubusercontent.com/APIs-guru/openapi-directory/f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49/APIs/cpy.re/peertube/5.1.0/openapi.yaml	12690cdfaefb2f27539ddd12b4ff7e4928dd52520d3d30d571191bd562ed20a9	oauth2-password	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	AGPLv3.0	admitted: info.license; aggregation grant recorded separately	blocked: aggregation pin does not establish publisher-byte provenance	not-run: no immutable publisher-byte proof	witness-blocked	census output tree-census.jsonl.gz; source path cpy.re/peertube/5.1.0/openapi.yaml
apis.guru-tree	APIs/fulfillment.com/2.0/openapi.yaml	https://raw.githubusercontent.com/APIs-guru/openapi-directory/f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49/APIs/fulfillment.com/2.0/openapi.yaml	e93184bc2e0f3b10859d1540b3915db5947e1e59954b0d8ba7df1ef03de51780	oauth2-password	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	none	blocked: no document grant and no publisher grant evidenced	blocked: aggregation pin does not establish publisher-byte provenance	not-run: no immutable publisher-byte proof	witness-blocked	census output tree-census.jsonl.gz; source path fulfillment.com/2.0/openapi.yaml
apis.guru-tree	APIs/gettyimages.com/3/openapi.yaml	https://raw.githubusercontent.com/APIs-guru/openapi-directory/f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49/APIs/gettyimages.com/3/openapi.yaml	1a4b82c92fcd14ad4c178c209923feeb0c06d0a378ec136272e1e1b246b9e600	oauth2-password	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	none	blocked: no document grant and no publisher grant evidenced	blocked: aggregation pin does not establish publisher-byte provenance	not-run: no immutable publisher-byte proof	witness-blocked	census output tree-census.jsonl.gz; source path gettyimages.com/3/openapi.yaml
apis.guru-tree	APIs/motaword.com/1.0/openapi.yaml	https://raw.githubusercontent.com/APIs-guru/openapi-directory/f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49/APIs/motaword.com/1.0/openapi.yaml	a24150d9ddaed9b9070861deee24e1fb82f5d1c113cdb8bc7f4e387f0b444016	oauth2-password	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	none	blocked: no document grant and no publisher grant evidenced	blocked: aggregation pin does not establish publisher-byte provenance	not-run: no immutable publisher-byte proof	witness-blocked	census output tree-census.jsonl.gz; source path motaword.com/1.0/openapi.yaml
apis.guru-tree	APIs/netatmo.net/1.1.5/openapi.yaml	https://raw.githubusercontent.com/APIs-guru/openapi-directory/f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49/APIs/netatmo.net/1.1.5/openapi.yaml	2d2a6102ff74d98c3e9970df4cf0c8270b30959b9062e0280ec84fd0eda65795	oauth2-password	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	Netatmo : Terms of Service	blocked: unknown info.license and no publisher grant evidenced	blocked: aggregation pin does not establish publisher-byte provenance	not-run: no immutable publisher-byte proof	witness-blocked	census output tree-census.jsonl.gz; source path netatmo.net/1.1.5/openapi.yaml
apis.guru-tree	APIs/pandascore.co/2.23.1/openapi.yaml	https://raw.githubusercontent.com/APIs-guru/openapi-directory/f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49/APIs/pandascore.co/2.23.1/openapi.yaml	c897eef05f5948bf9329516408143580ab063b288c646b86fc5338a29b050d50	annotated-ref-target-closed-object,annotated-ref-target-oneof	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	none	blocked: no document grant and no publisher grant evidenced	blocked: aggregation pin does not establish publisher-byte provenance	not-run: no immutable publisher-byte proof	witness-blocked	census output tree-census.jsonl.gz; source path pandascore.co/2.23.1/openapi.yaml
apis.guru-tree	APIs/stripe.com/2022-11-15/openapi.yaml	https://raw.githubusercontent.com/APIs-guru/openapi-directory/f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49/APIs/stripe.com/2022-11-15/openapi.yaml	fba83fd7ff9ce87eafa0fbbc15c382b176dac204ca21b72df1a8c361441d9ecf	anyof-array-variant-struct-item	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	none	blocked: no document grant and no publisher grant evidenced	blocked: aggregation pin does not establish publisher-byte provenance	not-run: no immutable publisher-byte proof	witness-blocked	census output tree-census.jsonl.gz; source path stripe.com/2022-11-15/openapi.yaml
apis.guru-tree	APIs/webflow.com/2023-03-23T154040Z/openapi.yaml	https://raw.githubusercontent.com/APIs-guru/openapi-directory/f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49/APIs/webflow.com/2023-03-23T154040Z/openapi.yaml	390d03664d0779d86f87683253b91842c67777869cf4da35e5ddd4dd0ad3959c	anyof-array-variant-closed-object-item,anyof-array-variant-struct-item	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	none	blocked: no document grant and no publisher grant evidenced	blocked: aggregation pin does not establish publisher-byte provenance	not-run: no immutable publisher-byte proof	witness-blocked	census output tree-census.jsonl.gz; source path webflow.com/2023-03-23T154040Z/openapi.yaml
apis.guru-index	webflow.com/2023-03-01T164537Z	https://api.apis.guru/v2/specs/webflow.com/2023-03-01T164537Z/openapi.json	550233e93e78ded22dcce92c91b37be05f459bcea03031efaeaa33b1e861d6aa	anyof-array-variant-closed-object-item,anyof-array-variant-struct-item	no-immutable-ref: catalogue version URL is mutable	none	blocked: no publisher redistribution grant evidenced	blocked: no immutable publisher-byte proof	not-run: licence/ref blocked	witness-blocked	historical candidate screen identifies Lucidtech source; unread-responses.jsonl
apis.guru-index	asana.com/1.0	https://api.apis.guru/v2/specs/asana.com/1.0/openapi.yaml	4ce2c6eafa40cc6e3d40c1b2534cb95fd0d8511902a7cdb00a8c4847b239510d	annotated-ref-target-composed	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	Apache 2.0	admitted: info.license; aggregation grant recorded separately	blocked: aggregation pin does not establish publisher-byte provenance	rejected: historical pinned Fern CLI 5.67.1 check exit 1; wide-scrape evidence/4ce2c6eafa40cc6e3d40c1b2534cb95fd0d8511902a7cdb00a8c4847b239510d.json	witness-blocked	indexed JSON returned HTTP 403 in prior sweep; pinned YAML fallback is byte-identical to tree candidate asana.com/1.0/openapi.yaml
apis.guru-index	authentiq.io/1.0	https://api.apis.guru/v2/specs/authentiq.io/1.0/openapi.yaml	27df916f86d5777beb5917b745028f12a5b569aa673a17c8d1752252b510a6f3	oauth2-password	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	none	blocked: no document grant and no publisher grant evidenced	blocked: aggregation pin does not establish publisher-byte provenance	not-run: no immutable publisher-byte proof	witness-blocked	indexed JSON returned HTTP 403 in prior sweep; pinned YAML fallback is byte-identical to tree candidate authentiq.io/1.0/openapi.yaml
apis.guru-index	box.com/2.0.0	https://api.apis.guru/v2/specs/box.com/2.0.0/openapi.yaml	8fdc22ddf19d734dd3372a5545324ac43eae55e169651e22bb31b85f0623bc9e	annotated-ref-target-composed	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	Apache-2.0	admitted: info.license; aggregation grant recorded separately	blocked: aggregation pin does not establish publisher-byte provenance	rejected: historical pinned Fern CLI 5.67.1 check exit 1; wide-scrape evidence/8fdc22ddf19d734dd3372a5545324ac43eae55e169651e22bb31b85f0623bc9e.json	witness-blocked	indexed JSON returned HTTP 403 in prior sweep; pinned YAML fallback is byte-identical to tree candidate box.com/2.0.0/openapi.yaml
apis.guru-index	britbox.co.uk/3.730.300-ref-1-39-0	https://api.apis.guru/v2/specs/britbox.co.uk/3.730.300-ref-1-39-0/openapi.yaml	3b28a9e14de5c7ddafdc0292955fdafdce1e4711e0a89b9f5e11a751b63c1b62	oauth2-password	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	none	blocked: no document grant and no publisher grant evidenced	blocked: aggregation pin does not establish publisher-byte provenance	not-run: no immutable publisher-byte proof	witness-blocked	indexed JSON returned HTTP 403 in prior sweep; pinned YAML fallback is byte-identical to tree candidate britbox.co.uk/3.730.300-ref-1-39-0/openapi.yaml
apis.guru-index	codat.io:accounting/2.1.0	https://api.apis.guru/v2/specs/codat.io/accounting/2.1.0/openapi.yaml	15751f97e6e3fbaf48e880fe0425686daa7adb299adf8f0897641a38b2008b80	ref-pointer-unnamed-segment	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	none	blocked: no document grant and no publisher grant evidenced	blocked: aggregation pin does not establish publisher-byte provenance	not-run: no immutable publisher-byte proof	witness-blocked	indexed JSON returned HTTP 403 in prior sweep; pinned YAML fallback is byte-identical to tree candidate codat.io/accounting/2.1.0/openapi.yaml
apis.guru-index	codat.io:assess/1.0	https://api.apis.guru/v2/specs/codat.io/assess/1.0/openapi.yaml	86e433fe19b8cd4dc27f547c53cfa06377d8c7bee1b0ed38418fb8d983ba92e4	ref-pointer-unnamed-segment	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	none	blocked: no document grant and no publisher grant evidenced	blocked: aggregation pin does not establish publisher-byte provenance	not-run: no immutable publisher-byte proof	witness-blocked	indexed JSON returned HTTP 403 in prior sweep; pinned YAML fallback is byte-identical to tree candidate codat.io/assess/1.0/openapi.yaml
apis.guru-index	codat.io:bank-feeds/2.1.0	https://api.apis.guru/v2/specs/codat.io/bank-feeds/2.1.0/openapi.yaml	276911e771aaba2a137ebe3b323afca84cdd855175929236cfd3de910f579e42	ref-pointer-unnamed-segment	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	none	blocked: no document grant and no publisher grant evidenced	blocked: aggregation pin does not establish publisher-byte provenance	not-run: no immutable publisher-byte proof	witness-blocked	indexed JSON returned HTTP 403 in prior sweep; pinned YAML fallback is byte-identical to tree candidate codat.io/bank-feeds/2.1.0/openapi.yaml
apis.guru-index	codat.io:banking/2.1.0	https://api.apis.guru/v2/specs/codat.io/banking/2.1.0/openapi.yaml	ca9eeffc3d9e0d83a956be4e557837296de6695f00b3a09bf2eaa46bdbd4fbfd	ref-pointer-unnamed-segment	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	none	blocked: no document grant and no publisher grant evidenced	blocked: aggregation pin does not establish publisher-byte provenance	not-run: no immutable publisher-byte proof	witness-blocked	indexed JSON returned HTTP 403 in prior sweep; pinned YAML fallback is byte-identical to tree candidate codat.io/banking/2.1.0/openapi.yaml
apis.guru-index	codat.io:commerce/2.1.0	https://api.apis.guru/v2/specs/codat.io/commerce/2.1.0/openapi.yaml	ffe0c71205dec68c801399259a33cf809efa396defe320f8d472aebb0e384fac	ref-pointer-unnamed-segment	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	none	blocked: no document grant and no publisher grant evidenced	blocked: aggregation pin does not establish publisher-byte provenance	not-run: no immutable publisher-byte proof	witness-blocked	indexed JSON returned HTTP 403 in prior sweep; pinned YAML fallback is byte-identical to tree candidate codat.io/commerce/2.1.0/openapi.yaml
apis.guru-index	codat.io:sync-for-commerce/1.1	https://api.apis.guru/v2/specs/codat.io/sync-for-commerce/1.1/openapi.yaml	d6c4e8db7b3985d09a3a0fe8ccad730e0829442fb52d14143fd326c763394ff6	ref-pointer-unnamed-segment	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	none	blocked: no document grant and no publisher grant evidenced	blocked: aggregation pin does not establish publisher-byte provenance	not-run: no immutable publisher-byte proof	witness-blocked	indexed JSON returned HTTP 403 in prior sweep; pinned YAML fallback is byte-identical to tree candidate codat.io/sync-for-commerce/1.1/openapi.yaml
apis.guru-index	codat.io:sync-for-expenses/prealpha	https://api.apis.guru/v2/specs/codat.io/sync-for-expenses/prealpha/openapi.yaml	d15ff1a38310c304a542b99bac2860fdfd5a3e857be6662d15e1f281f52a1be8	ref-pointer-unnamed-segment	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	none	blocked: no document grant and no publisher grant evidenced	blocked: aggregation pin does not establish publisher-byte provenance	not-run: no immutable publisher-byte proof	witness-blocked	indexed JSON returned HTTP 403 in prior sweep; pinned YAML fallback is byte-identical to tree candidate codat.io/sync-for-expenses/prealpha/openapi.yaml
apis.guru-index	contribly.com/1.0.0	https://api.apis.guru/v2/specs/contribly.com/1.0.0/openapi.yaml	50b46856542f0618c8e136a299ad12aa29cdc0c9e0e4b6d90e6f9d614513a640	oauth2-password	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	none	blocked: no document grant and no publisher grant evidenced	blocked: aggregation pin does not establish publisher-byte provenance	not-run: no immutable publisher-byte proof	witness-blocked	indexed JSON returned HTTP 403 in prior sweep; pinned YAML fallback is byte-identical to tree candidate contribly.com/1.0.0/openapi.yaml
apis.guru-index	cpy.re:peertube/5.1.0	https://api.apis.guru/v2/specs/cpy.re/peertube/5.1.0/openapi.yaml	12690cdfaefb2f27539ddd12b4ff7e4928dd52520d3d30d571191bd562ed20a9	oauth2-password	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	AGPLv3.0	admitted: info.license; aggregation grant recorded separately	blocked: aggregation pin does not establish publisher-byte provenance	not-run: no immutable publisher-byte proof	witness-blocked	indexed JSON returned HTTP 403 in prior sweep; pinned YAML fallback is byte-identical to tree candidate cpy.re/peertube/5.1.0/openapi.yaml
apis.guru-index	fulfillment.com/2.0	https://api.apis.guru/v2/specs/fulfillment.com/2.0/openapi.yaml	e93184bc2e0f3b10859d1540b3915db5947e1e59954b0d8ba7df1ef03de51780	oauth2-password	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	none	blocked: no document grant and no publisher grant evidenced	blocked: aggregation pin does not establish publisher-byte provenance	not-run: no immutable publisher-byte proof	witness-blocked	indexed JSON returned HTTP 403 in prior sweep; pinned YAML fallback is byte-identical to tree candidate fulfillment.com/2.0/openapi.yaml
apis.guru-index	gettyimages.com/3	https://api.apis.guru/v2/specs/gettyimages.com/3/openapi.yaml	1a4b82c92fcd14ad4c178c209923feeb0c06d0a378ec136272e1e1b246b9e600	oauth2-password	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	none	blocked: no document grant and no publisher grant evidenced	blocked: aggregation pin does not establish publisher-byte provenance	not-run: no immutable publisher-byte proof	witness-blocked	indexed JSON returned HTTP 403 in prior sweep; pinned YAML fallback is byte-identical to tree candidate gettyimages.com/3/openapi.yaml
apis.guru-index	motaword.com/1.0	https://api.apis.guru/v2/specs/motaword.com/1.0/openapi.yaml	a24150d9ddaed9b9070861deee24e1fb82f5d1c113cdb8bc7f4e387f0b444016	oauth2-password	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	none	blocked: no document grant and no publisher grant evidenced	blocked: aggregation pin does not establish publisher-byte provenance	not-run: no immutable publisher-byte proof	witness-blocked	indexed JSON returned HTTP 403 in prior sweep; pinned YAML fallback is byte-identical to tree candidate motaword.com/1.0/openapi.yaml
apis.guru-index	netatmo.net/1.1.5	https://api.apis.guru/v2/specs/netatmo.net/1.1.5/openapi.yaml	2d2a6102ff74d98c3e9970df4cf0c8270b30959b9062e0280ec84fd0eda65795	oauth2-password	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	Netatmo : Terms of Service	blocked: unknown info.license and no publisher grant evidenced	blocked: aggregation pin does not establish publisher-byte provenance	not-run: no immutable publisher-byte proof	witness-blocked	indexed JSON returned HTTP 403 in prior sweep; pinned YAML fallback is byte-identical to tree candidate netatmo.net/1.1.5/openapi.yaml
apis.guru-index	pandascore.co/2.23.1	https://api.apis.guru/v2/specs/pandascore.co/2.23.1/openapi.yaml	c897eef05f5948bf9329516408143580ab063b288c646b86fc5338a29b050d50	annotated-ref-target-closed-object,annotated-ref-target-oneof	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	none	blocked: no document grant and no publisher grant evidenced	blocked: aggregation pin does not establish publisher-byte provenance	not-run: no immutable publisher-byte proof	witness-blocked	indexed JSON returned HTTP 403 in prior sweep; pinned YAML fallback is byte-identical to tree candidate pandascore.co/2.23.1/openapi.yaml
apis.guru-index	stripe.com/2022-11-15	https://api.apis.guru/v2/specs/stripe.com/2022-11-15/openapi.yaml	fba83fd7ff9ce87eafa0fbbc15c382b176dac204ca21b72df1a8c361441d9ecf	anyof-array-variant-struct-item	f04b8d0bcd39c52e1cf3ad7a5fe744709832ae49	none	blocked: no document grant and no publisher grant evidenced	blocked: aggregation pin does not establish publisher-byte provenance	not-run: no immutable publisher-byte proof	witness-blocked	indexed JSON returned HTTP 403 in prior sweep; pinned YAML fallback is byte-identical to tree candidate stripe.com/2022-11-15/openapi.yaml
