walk	document	revision	sha256
Adyen/adyen-openapi	Adyen--adyen-openapi/json/NotificationConfigurationService-v4.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	27d77b64292eec04d6b461f9ab37abf06b209c37931d58a1572e888e10266483
Adyen/adyen-openapi	Adyen--adyen-openapi/json/NotificationConfigurationService-v5.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	26cefc94304e6d5a6d5838a965452d03f1cc1d5a05a711021a32a22b88f684bd
Adyen/adyen-openapi	Adyen--adyen-openapi/json/NotificationConfigurationService-v6.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	503301410fd3f6726864bfe02e8236302be44e6532353e0b7df397a15b9ba121
Adyen/adyen-openapi	Adyen--adyen-openapi/json/OpenBankingService-v1.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	296f7678ad14e31d3dae421db317469ba379e1a1020b94fb2cd6c54b9cee3ca3
Adyen/adyen-openapi	Adyen--adyen-openapi/json/PaymentService-v25.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	cb6e0a8d1685457bd70b65a3553728a42d47c18579a46c6f4ad272a07f84396f
Adyen/adyen-openapi	Adyen--adyen-openapi/json/PaymentService-v30.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	461f7d7c11af166e50fd741a69e376cf891a0e9a97e14767f6082b047998f43f
Adyen/adyen-openapi	Adyen--adyen-openapi/json/PaymentService-v40.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	adaa87aa64f264e11a2589207f8eaab49ae836a594f68687272416a5d943fe0d
Adyen/adyen-openapi	Adyen--adyen-openapi/json/PaymentService-v46.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	ce1681da792fb2fcbceb446112d44223f6f6cff8b2c4421c97ab86b96f8705ce
Adyen/adyen-openapi	Adyen--adyen-openapi/json/PaymentService-v49.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	4a8a3e89f4dbcc7b8f52deabf9214c4b80c0a8c6ebf2434c7d715bcf95cee3d6
Adyen/adyen-openapi	Adyen--adyen-openapi/json/PaymentService-v50.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	41f08df7a032d6430b1a2b638f779b61b764654b0e5cf637097bdee30866f3de
Adyen/adyen-openapi	Adyen--adyen-openapi/json/PaymentService-v51.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	ccbe4760d9f436b017b70296bfacfe8db7232e4cd6d307f05adc03dd68603e78
Adyen/adyen-openapi	Adyen--adyen-openapi/json/PaymentService-v52.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	99d3e9cd71d1c2b75869b59db6e2e83a70183c22a895c88020bf41967b191f67
Adyen/adyen-openapi	Adyen--adyen-openapi/json/PaymentService-v64.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	a317bd76d006a440b20c80b8cf7a18684542587e17ea5a4d184b4cb39c7d4ad4
Adyen/adyen-openapi	Adyen--adyen-openapi/json/PaymentService-v67.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	14574103d0a6eb08a0c8eb73ff68b5afdd6726adb056777578f6bba386323891
Adyen/adyen-openapi	Adyen--adyen-openapi/json/PaymentService-v68.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	82f2803ec1b92062ab3e72d996d1f61b34cb0e8b449e0bd70b97bef6c032032f
Adyen/adyen-openapi	Adyen--adyen-openapi/json/PaymentsAppService-v1.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	84ee21713d68f98b6e24c7b80a072cf238eb4799aa06fdf2aa4a080ff1a3c733
Adyen/adyen-openapi	Adyen--adyen-openapi/json/PayoutService-v30.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	a2c38f8801fa9885db0ddb81bb41d635e5e52ef2c1a5cca4b9420da9de2e30fb
Adyen/adyen-openapi	Adyen--adyen-openapi/json/PayoutService-v40.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	b299da1c20cce075bff6b78b4e2676013693f30714fb04d05cbddb2d014858e1
Adyen/adyen-openapi	Adyen--adyen-openapi/json/PayoutService-v50.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	8998304032b8a1a8e7b561d6ac988252902759ea60ba2c5ca83548e8ee0da610
Adyen/adyen-openapi	Adyen--adyen-openapi/json/PayoutService-v51.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	1561fd180d8609bc8729941caf11dbd32334fa3444bf3e950e07079be2e7f147
Adyen/adyen-openapi	Adyen--adyen-openapi/json/PayoutService-v52.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	9ca523f3164fed31497c78727a82e71f1ee195433c2f5e1aab5413f4ff4f229b
Adyen/adyen-openapi	Adyen--adyen-openapi/json/PayoutService-v64.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	eb997a605330381c21f7f9398efa470391f308a63d06566eaa5810a919cf751c
Adyen/adyen-openapi	Adyen--adyen-openapi/json/PayoutService-v67.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	2e76c4e5a310c5a2e9a8a0b1bb7d35ee54b8464379e383a0160056cbf9074f51
Adyen/adyen-openapi	Adyen--adyen-openapi/json/PayoutService-v68.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	4352f9b3cd171b9d4a1c621440e82ca3a3323c85906de7591c4f10a88b53a5cd
Adyen/adyen-openapi	Adyen--adyen-openapi/json/RaiseDisputesService-v1.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	760ee0b1703bee2fe4fdfe5c423d6ebdc38cc9100e22b9c1e12736f2389d6c0d
Adyen/adyen-openapi	Adyen--adyen-openapi/json/RaiseDisputesService-v2.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	1fe5023e30bb8722ec7e6419925afb359d7275063ec5210514d413b7ccfb75e8
Adyen/adyen-openapi	Adyen--adyen-openapi/json/RaiseDisputesService-v3.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	b1e35d9929842c5a77ae59b231ec10fa14e44e229ff36f1082c34598a39825db
Adyen/adyen-openapi	Adyen--adyen-openapi/json/RaiseDisputesService-v4.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	6f59716cb605ca45282598dda7faa05e9b35b210e7c6baeb1bcd584f424a2e7a
Adyen/adyen-openapi	Adyen--adyen-openapi/json/RecurringService-v25.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	c8af455aebe12dfa6fe0235184bdf7d0bca1b387a981537dbbf462214315e081
Adyen/adyen-openapi	Adyen--adyen-openapi/json/RecurringService-v30.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	4d70fe95f0b09ade71f1c72567f341f202cca8a772393726386de6dba17e69f2
Adyen/adyen-openapi	Adyen--adyen-openapi/json/RecurringService-v40.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	b428295adfe024f7dab332078e11b1b3a1d1619c90b0f21e1dc12c75a7780279
Adyen/adyen-openapi	Adyen--adyen-openapi/json/RecurringService-v49.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	05c7f5fa855710bf4cd427e9152f0d53e4835866a698bb043269654b37cfa629
Adyen/adyen-openapi	Adyen--adyen-openapi/json/RecurringService-v67.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	2d2332199b61ec9358c690722daf96449a2622d7afa4e4583b78de287f080fd5
Adyen/adyen-openapi	Adyen--adyen-openapi/json/RecurringService-v68.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	5cea6c5661df0830afb4fde5cbfb5d86b4cfb617fe25317b8c16f6d66f074b10
Adyen/adyen-openapi	Adyen--adyen-openapi/json/SessionAuthenticationService-v1.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	4dd2d9017aca5b28611a44bec109e195f24361dd73df632535736f48ed416e68
Adyen/adyen-openapi	Adyen--adyen-openapi/json/SessionService-v68.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	10634719252f47b2cf433fb332c30dd1a661a60d14cd03d756576dfa6333f4e5
Adyen/adyen-openapi	Adyen--adyen-openapi/json/SoftPOSConfigurationService-v3.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	99a18d93adb3e053168048f2efd24083f5e37af793a33454c9456ecf70ee3624
Adyen/adyen-openapi	Adyen--adyen-openapi/json/StoredValueService-v46.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	f827fc840025cd3e5a2e1df0d989da20e60fdaa029ceabd999d4720f63f2e901
Adyen/adyen-openapi	Adyen--adyen-openapi/json/TerminalAPI-v1.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	1fc2e10b42fc09dd26045b94a19843cf435b9ce0dee87609eace5c060993f125
Adyen/adyen-openapi	Adyen--adyen-openapi/json/TestCardService-v1.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	c94d45717d9e346d3b3e3b103c7a6c94c22df6a565f69284a7d6069827b0c751
Adyen/adyen-openapi	Adyen--adyen-openapi/json/TfmAPIService-v1.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	079660320468b8b6d425593948ebc8af675fafa2831321be72f0bb0e4c9dab54
Adyen/adyen-openapi	Adyen--adyen-openapi/json/TokenizationNotification-v1.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	6305147396aafb3547013cee7660041879d616cfda4b04fb673f0778f5f4d8b5
Adyen/adyen-openapi	Adyen--adyen-openapi/json/TransactionService-v1.json	f82d1fe674e536cc2c6b0d7946e0e827873a4fbf	7b225d65ac3a5e0b43a5c9ba41e38067b31bafe70d6faa6e4cbfc62a5b913a4e
